fairness,electorate_size,clusters,cluster_std,electoral_system,apathy_prob,candidates,issues,n_approvals_per_voter
6.652,10000,1,1,plurality,0.05,4,12,4
5.19,10000,1,1,plurality,0.05,4,12,5
5.378,10000,1,1,plurality,0.05,4,22,2
6.665,10000,1,1,plurality,0.05,4,22,3
5.669,10000,1,1,plurality,0.05,4,22,4
5.335,10000,1,1,plurality,0.05,4,22,5
4.289,10000,1,1,plurality,0.05,5,2,2
8.324,10000,1,1,plurality,0.05,5,2,3
3.207,10000,1,1,plurality,0.05,5,2,4
4.924,10000,1,1,plurality,0.05,5,2,5
5.579,10000,1,1,plurality,0.05,5,12,2
5.175,10000,1,1,plurality,0.05,5,12,3
5.265,10000,1,1,plurality,0.05,5,12,4
5.057,10000,1,1,plurality,0.05,5,12,5
5.629,10000,1,1,plurality,0.05,5,22,2
4.405,10000,1,1,plurality,0.05,5,22,3
5.675,10000,1,1,plurality,0.05,5,22,4
6.587,10000,1,1,plurality,0.05,5,22,5
6.394,10000,1,1,plurality,0.05,6,2,2
4.934,10000,1,1,plurality,0.05,6,2,3
1.502,10000,1,1,plurality,0.05,6,2,4
6.752,10000,1,1,plurality,0.05,6,2,5
6.247,10000,1,1,plurality,0.05,6,12,2
5.768,10000,1,1,plurality,0.05,6,12,3
4.607,10000,1,1,plurality,0.05,6,12,4
4.965,10000,1,1,plurality,0.05,6,12,5
4.34,10000,1,1,plurality,0.05,6,22,2
6.354,10000,1,1,plurality,0.05,6,22,3
5.303,10000,1,1,plurality,0.05,6,22,4
5.099,10000,1,1,plurality,0.05,6,22,5
7.112,10000,1,1,plurality,0.05,7,2,2
2.333,10000,1,1,plurality,0.05,7,2,3
4.737,10000,1,1,plurality,0.05,7,2,4
5.951,10000,1,1,plurality,0.05,7,2,5
6.414,10000,1,1,plurality,0.05,7,12,2
3.949,10000,1,1,plurality,0.05,7,12,3
5.624,10000,1,1,plurality,0.05,7,12,4
5.1,10000,1,1,plurality,0.05,7,12,5
5.877,10000,1,1,plurality,0.05,7,22,2
6.042,10000,1,1,plurality,0.05,7,22,3
5.125,10000,1,1,plurality,0.05,7,22,4
5.661,10000,1,1,plurality,0.05,7,22,5
2.235,10000,1,1,plurality,0.05,8,2,2
1.82,10000,1,1,plurality,0.05,8,2,3
1.167,10000,1,1,plurality,0.05,8,2,4
6.412,10000,1,1,plurality,0.05,8,2,5
5.125,10000,1,1,plurality,0.05,8,12,2
4.529,10000,1,1,plurality,0.05,8,12,3
5.837,10000,1,1,plurality,0.05,8,12,4
5.904,10000,1,1,plurality,0.05,8,12,5
6.304,10000,1,1,plurality,0.05,8,22,2
5.461,10000,1,1,plurality,0.05,8,22,3
5.868,10000,1,1,plurality,0.05,8,22,4
5.946,10000,1,1,plurality,0.05,8,22,5
4.175,10000,1,1,plurality,0.05,9,2,2
1.38,10000,1,1,plurality,0.05,9,2,3
6.573,10000,1,1,plurality,0.05,9,2,4
5.855,10000,1,1,plurality,0.05,9,2,5
4.823,10000,1,1,plurality,0.05,9,12,2
6.074,10000,1,1,plurality,0.05,9,12,3
5.116,10000,1,1,plurality,0.05,9,12,4
4.956,10000,1,1,plurality,0.05,9,12,5
5.016,10000,1,1,plurality,0.05,9,22,2
5.629,10000,1,1,plurality,0.05,9,22,3
5.063,10000,1,1,plurality,0.05,9,22,4
4.89,10000,1,1,plurality,0.05,9,22,5
6.563,10000,1,1,plurality,0.05,10,2,2
1.817,10000,1,1,plurality,0.05,10,2,3
6.967,10000,1,1,plurality,0.05,10,2,4
5.451,10000,1,1,plurality,0.05,10,2,5
5.257,10000,1,1,plurality,0.05,10,12,2
4.257,10000,1,1,plurality,0.05,10,12,3
5.344,10000,1,1,plurality,0.05,10,12,4
5.168,10000,1,1,plurality,0.05,10,12,5
5.448,10000,1,1,plurality,0.05,10,22,2
5.081,10000,1,1,plurality,0.05,10,22,3
5.317,10000,1,1,plurality,0.05,10,22,4
5.27,10000,1,1,plurality,0.05,10,22,5
5.935,10000,1,1,approval,0.0,2,2,2
6.288,10000,1,1,approval,0.0,2,12,2
6.355,10000,1,1,approval,0.0,2,22,2
3.113,10000,1,1,approval,0.0,3,2,2
3.735,10000,1,1,approval,0.0,3,2,3
7.342,10000,1,1,approval,0.0,3,12,2
4.191,10000,1,1,approval,0.0,3,12,3
5.585,10000,1,1,approval,0.0,3,22,2
6.373,10000,1,1,approval,0.0,3,22,3
5.629,10000,1,1,approval,0.0,4,2,2
2.719,10000,1,1,approval,0.0,4,2,3
4.413,10000,1,1,approval,0.0,4,2,4
5.715,10000,1,1,approval,0.0,4,12,2
5.153,10000,1,1,approval,0.0,4,12,3
5.841,10000,1,1,approval,0.0,4,12,4
5.318,10000,1,1,approval,0.0,4,22,2
5.85,10000,1,1,approval,0.0,4,22,3
5.813,10000,1,1,approval,0.0,4,22,4
7.017,10000,1,1,approval,0.0,5,2,2
7.55,10000,1,1,approval,0.0,5,2,3
6.048,10000,1,1,approval,0.0,5,2,4
6.957,10000,1,1,approval,0.0,5,2,5
4.594,10000,1,1,approval,0.0,5,12,2
5.977,10000,1,1,approval,0.0,5,12,3
5.001,10000,1,1,approval,0.0,5,12,4
5.518,10000,1,1,approval,0.0,5,12,5
5.281,10000,1,1,approval,0.0,5,22,2
6.261,10000,1,1,approval,0.0,5,22,3
4.709,10000,1,1,approval,0.0,5,22,4
5.999,10000,1,1,approval,0.0,5,22,5
8.173,10000,1,1,approval,0.0,6,2,2
6.095,10000,1,1,approval,0.0,6,2,3
5.255,10000,1,1,approval,0.0,6,2,4
8.713,10000,1,1,approval,0.0,6,2,5
5.644,10000,1,1,approval,0.0,6,12,2
3.994,10000,1,1,approval,0.0,6,12,3
6.65,10000,1,1,approval,0.0,6,12,4
4.876,10000,1,1,approval,0.0,6,12,5
4.641,10000,1,1,approval,0.0,6,22,2
5.919,10000,1,1,approval,0.0,6,22,3
5.494,10000,1,1,approval,0.0,6,22,4
5.197,10000,1,1,approval,0.0,6,22,5
3.087,10000,1,1,approval,0.0,7,2,2
2.682,10000,1,1,approval,0.0,7,2,3
7.076,10000,1,1,approval,0.0,7,2,4
7.261,10000,1,1,approval,0.0,7,2,5
5.194,10000,1,1,approval,0.0,7,12,2
4.448,10000,1,1,approval,0.0,7,12,3
5.543,10000,1,1,approval,0.0,7,12,4
5.707,10000,1,1,approval,0.0,7,12,5
5.056,10000,1,1,approval,0.0,7,22,2
4.65,10000,1,1,approval,0.0,7,22,3
6.353,10000,1,1,approval,0.0,7,22,4
5.017,10000,1,1,approval,0.0,7,22,5
5.416,10000,1,1,approval,0.0,8,2,2
5.955,10000,1,1,approval,0.0,8,2,3
6.904,10000,1,1,approval,0.0,8,2,4
2.982,10000,1,1,approval,0.0,8,2,5
4.898,10000,1,1,approval,0.0,8,12,2
4.956,10000,1,1,approval,0.0,8,12,3
4.808,10000,1,1,approval,0.0,8,12,4
4.636,10000,1,1,approval,0.0,8,12,5
5.703,10000,1,1,approval,0.0,8,22,2
6.081,10000,1,1,approval,0.0,8,22,3
6.339,10000,1,1,approval,0.0,8,22,4
6.204,10000,1,1,approval,0.0,8,22,5
5.813,10000,1,1,approval,0.0,9,2,2
2.538,10000,1,1,approval,0.0,9,2,3
3.592,10000,1,1,approval,0.0,9,2,4
3.5,10000,1,1,approval,0.0,9,2,5
5.473,10000,1,1,approval,0.0,9,12,2
4.364,10000,1,1,approval,0.0,9,12,3
5.814,10000,1,1,approval,0.0,9,12,4
5.18,10000,1,1,approval,0.0,9,12,5
5.286,10000,1,1,approval,0.0,9,22,2
6.348,10000,1,1,approval,0.0,9,22,3
5.739,10000,1,1,approval,0.0,9,22,4
5.283,10000,1,1,approval,0.0,9,22,5
7.18,10000,1,1,approval,0.0,10,2,2
5.605,10000,1,1,approval,0.0,10,2,3
5.558,10000,1,1,approval,0.0,10,2,4
3.325,10000,1,1,approval,0.0,10,2,5
5.109,10000,1,1,approval,0.0,10,12,2
5.044,10000,1,1,approval,0.0,10,12,3
6.056,10000,1,1,approval,0.0,10,12,4
4.818,10000,1,1,approval,0.0,10,12,5
5.231,10000,1,1,approval,0.0,10,22,2
5.81,10000,1,1,approval,0.0,10,22,3
4.479,10000,1,1,approval,0.0,10,22,4
4.894,10000,1,1,approval,0.0,10,22,5
4.711,10000,1,1,approval,0.01,2,2,2
5.523,10000,1,1,approval,0.01,2,12,2
5.15,10000,1,1,approval,0.01,2,22,2
5.514,10000,1,1,approval,0.01,3,2,2
3.615,10000,1,1,approval,0.01,3,2,3
5.816,10000,1,1,approval,0.01,3,12,2
6.316,10000,1,1,approval,0.01,3,12,3
6.465,10000,1,1,approval,0.01,3,22,2
5.843,10000,1,1,approval,0.01,3,22,3
2.063,10000,1,1,approval,0.01,4,2,2
2.069,10000,1,1,approval,0.01,4,2,3
4.906,10000,1,1,approval,0.01,4,2,4
6.793,10000,1,1,approval,0.01,4,12,2
5.948,10000,1,1,approval,0.01,4,12,3
4.934,10000,1,1,approval,0.01,4,12,4
5.872,10000,1,1,approval,0.01,4,22,2
5.778,10000,1,1,approval,0.01,4,22,3
5.373,10000,1,1,approval,0.01,4,22,4
6.386,10000,1,1,approval,0.01,5,2,2
6.039,10000,1,1,approval,0.01,5,2,3
2.847,10000,1,1,approval,0.01,5,2,4
3.207,10000,1,1,approval,0.01,5,2,5
5.428,10000,1,1,approval,0.01,5,12,2
4.845,10000,1,1,approval,0.01,5,12,3
5.865,10000,1,1,approval,0.01,5,12,4
5.108,10000,1,1,approval,0.01,5,12,5
6.282,10000,1,1,approval,0.01,5,22,2
5.211,10000,1,1,approval,0.01,5,22,3
5.861,10000,1,1,approval,0.01,5,22,4
4.757,10000,1,1,approval,0.01,5,22,5
6.009,10000,1,1,approval,0.01,6,2,2
6.795,10000,1,1,approval,0.01,6,2,3
4.875,10000,1,1,approval,0.01,6,2,4
4.39,10000,1,1,approval,0.01,6,2,5
6.174,10000,1,1,approval,0.01,6,12,2
5.84,10000,1,1,approval,0.01,6,12,3
5.133,10000,1,1,approval,0.01,6,12,4
5.917,10000,1,1,approval,0.01,6,12,5
5.545,10000,1,1,approval,0.01,6,22,2
5.0,10000,1,1,approval,0.01,6,22,3
6.044,10000,1,1,approval,0.01,6,22,4
5.278,10000,1,1,approval,0.01,6,22,5
4.867,10000,1,1,approval,0.01,7,2,2
3.277,10000,1,1,approval,0.01,7,2,3
7.219,10000,1,1,approval,0.01,7,2,4
3.601,10000,1,1,approval,0.01,7,2,5
3.773,10000,1,1,approval,0.01,7,12,2
5.281,10000,1,1,approval,0.01,7,12,3
4.292,10000,1,1,approval,0.01,7,12,4
5.708,10000,1,1,approval,0.01,7,12,5
5.822,10000,1,1,approval,0.01,7,22,2
5.26,10000,1,1,approval,0.01,7,22,3
7.04,10000,1,1,approval,0.01,7,22,4
4.763,10000,1,1,approval,0.01,7,22,5
1.687,10000,1,1,approval,0.01,8,2,2
6.853,10000,1,1,approval,0.01,8,2,3
3.149,10000,1,1,approval,0.01,8,2,4
5.572,10000,1,1,approval,0.01,8,2,5
4.204,10000,1,1,approval,0.01,8,12,2
3.822,10000,1,1,approval,0.01,8,12,3
3.797,10000,1,1,approval,0.01,8,12,4
5.895,10000,1,1,approval,0.01,8,12,5
5.811,10000,1,1,approval,0.01,8,22,2
5.34,10000,1,1,approval,0.01,8,22,3
6.025,10000,1,1,approval,0.01,8,22,4
6.103,10000,1,1,approval,0.01,8,22,5
5.58,10000,1,1,approval,0.01,9,2,2
3.33,10000,1,1,approval,0.01,9,2,3
4.855,10000,1,1,approval,0.01,9,2,4
7.29,10000,1,1,approval,0.01,9,2,5
4.129,10000,1,1,approval,0.01,9,12,2
4.392,10000,1,1,approval,0.01,9,12,3
4.278,10000,1,1,approval,0.01,9,12,4
4.829,10000,1,1,approval,0.01,9,12,5
5.379,10000,1,1,approval,0.01,9,22,2
5.018,10000,1,1,approval,0.01,9,22,3
5.222,10000,1,1,approval,0.01,9,22,4
5.464,10000,1,1,approval,0.01,9,22,5
7.067,10000,1,1,approval,0.01,10,2,2
5.063,10000,1,1,approval,0.01,10,2,3
6.382,10000,1,1,approval,0.01,10,2,4
4.732,10000,1,1,approval,0.01,10,2,5
3.763,10000,1,1,approval,0.01,10,12,2
6.25,10000,1,1,approval,0.01,10,12,3
4.669,10000,1,1,approval,0.01,10,12,4
5.071,10000,1,1,approval,0.01,10,12,5
5.569,10000,1,1,approval,0.01,10,22,2
5.94,10000,1,1,approval,0.01,10,22,3
5.787,10000,1,1,approval,0.01,10,22,4
5.329,10000,1,1,approval,0.01,10,22,5
6.426,10000,1,1,approval,0.05,2,2,2
6.089,10000,1,1,approval,0.05,2,12,2
5.715,10000,1,1,approval,0.05,2,22,2
4.691,10000,1,1,approval,0.05,3,2,2
4.951,10000,1,1,approval,0.05,3,2,3
5.23,10000,1,1,approval,0.05,3,12,2
6.059,10000,1,1,approval,0.05,3,12,3
5.427,10000,1,1,approval,0.05,3,22,2
5.89,10000,1,1,approval,0.05,3,22,3
3.454,10000,1,1,approval,0.05,4,2,2
5.463,10000,1,1,approval,0.05,4,2,3
4.727,10000,1,1,approval,0.05,4,2,4
4.32,10000,1,1,approval,0.05,4,12,2
6.181,10000,1,1,approval,0.05,4,12,3
4.122,10000,1,1,approval,0.05,4,12,4
6.005,10000,1,1,approval,0.05,4,22,2
5.947,10000,1,1,approval,0.05,4,22,3
4.457,10000,1,1,approval,0.05,4,22,4
9.505,10000,1,1,approval,0.05,5,2,2
6.6,10000,1,1,approval,0.05,5,2,3
1.087,10000,1,1,approval,0.05,5,2,4
0.837,10000,1,1,approval,0.05,5,2,5
5.542,10000,1,1,approval,0.05,5,12,2
5.695,10000,1,1,approval,0.05,5,12,3
5.286,10000,1,1,approval,0.05,5,12,4
5.38,10000,1,1,approval,0.05,5,12,5
5.105,10000,1,1,approval,0.05,5,22,2
6.467,10000,1,1,approval,0.05,5,22,3
5.548,10000,1,1,approval,0.05,5,22,4
5.617,10000,1,1,approval,0.05,5,22,5
3.894,10000,1,1,approval,0.05,6,2,2
4.516,10000,1,1,approval,0.05,6,2,3
6.892,10000,1,1,approval,0.05,6,2,4
8.406,10000,1,1,approval,0.05,6,2,5
5.842,10000,1,1,approval,0.05,6,12,2
5.593,10000,1,1,approval,0.05,6,12,3
5.207,10000,1,1,approval,0.05,6,12,4
5.998,10000,1,1,approval,0.05,6,12,5
6.517,10000,1,1,approval,0.05,6,22,2
6.327,10000,1,1,approval,0.05,6,22,3
5.423,10000,1,1,approval,0.05,6,22,4
6.133,10000,1,1,approval,0.05,6,22,5
8.936,10000,1,1,approval,0.05,7,2,2
5.385,10000,1,1,approval,0.05,7,2,3
8.272,10000,1,1,approval,0.05,7,2,4
2.687,10000,1,1,approval,0.05,7,2,5
3.538,10000,1,1,approval,0.05,7,12,2
4.496,10000,1,1,approval,0.05,7,12,3
6.417,10000,1,1,approval,0.05,7,12,4
5.537,10000,1,1,approval,0.05,7,12,5
5.529,10000,1,1,approval,0.05,7,22,2
5.791,10000,1,1,approval,0.05,7,22,3
4.794,10000,1,1,approval,0.05,7,22,4
4.859,10000,1,1,approval,0.05,7,22,5
6.928,10000,1,1,approval,0.05,8,2,2
6.301,10000,1,1,approval,0.05,8,2,3
3.605,10000,1,1,approval,0.05,8,2,4
3.088,10000,1,1,approval,0.05,8,2,5
5.897,10000,1,1,approval,0.05,8,12,2
3.361,10000,1,1,approval,0.05,8,12,3
4.254,10000,1,1,approval,0.05,8,12,4
4.167,10000,1,1,approval,0.05,8,12,5
6.009,10000,1,1,approval,0.05,8,22,2
6.284,10000,1,1,approval,0.05,8,22,3
5.24,10000,1,1,approval,0.05,8,22,4
6.401,10000,1,1,approval,0.05,8,22,5
6.791,10000,1,1,approval,0.05,9,2,2
5.533,10000,1,1,approval,0.05,9,2,3
6.48,10000,1,1,approval,0.05,9,2,4
6.798,10000,1,1,approval,0.05,9,2,5
4.673,10000,1,1,approval,0.05,9,12,2
4.356,10000,1,1,approval,0.05,9,12,3
4.649,10000,1,1,approval,0.05,9,12,4
6.08,10000,1,1,approval,0.05,9,12,5
5.311,10000,1,1,approval,0.05,9,22,2
5.442,10000,1,1,approval,0.05,9,22,3
5.528,10000,1,1,approval,0.05,9,22,4
5.622,10000,1,1,approval,0.05,9,22,5
3.492,10000,1,1,approval,0.05,10,2,2
7.535,10000,1,1,approval,0.05,10,2,3
5.95,10000,1,1,approval,0.05,10,2,4
2.671,10000,1,1,approval,0.05,10,2,5
5.476,10000,1,1,approval,0.05,10,12,2
3.795,10000,1,1,approval,0.05,10,12,3
5.599,10000,1,1,approval,0.05,10,12,4
6.252,10000,1,1,approval,0.05,10,12,5
5.921,10000,1,1,approval,0.05,10,22,2
5.423,10000,1,1,approval,0.05,10,22,3
6.144,10000,1,1,approval,0.05,10,22,4
5.672,10000,1,1,approval,0.05,10,22,5
2.449,10000,1,2,majority,0.0,2,2,2
1.696,10000,1,2,majority,0.0,2,2,3
1.171,10000,1,2,majority,0.0,2,2,4
2.397,10000,1,2,majority,0.0,2,2,5
2.916,10000,1,2,majority,0.0,2,12,2
3.268,10000,1,2,majority,0.0,2,12,3
3.19,10000,1,2,majority,0.0,2,12,4
3.071,10000,1,2,majority,0.0,2,12,5
2.759,10000,1,2,majority,0.0,2,22,2
3.334,10000,1,2,majority,0.0,2,22,3
3.035,10000,1,2,majority,0.0,2,22,4
2.896,10000,1,2,majority,0.0,2,22,5
3.035,10000,1,2,majority,0.0,3,2,2
2.868,10000,1,2,majority,0.0,3,2,3
2.927,10000,1,2,majority,0.0,3,2,4
1.3,10000,1,2,majority,0.0,3,2,5
2.717,10000,1,2,majority,0.0,3,12,2
2.89,10000,1,2,majority,0.0,3,12,3
2.533,10000,1,2,majority,0.0,3,12,4
3.062,10000,1,2,majority,0.0,3,12,5
2.844,10000,1,2,majority,0.0,3,22,2
2.731,10000,1,2,majority,0.0,3,22,3
3.156,10000,1,2,majority,0.0,3,22,4
3.197,10000,1,2,majority,0.0,3,22,5
2.587,10000,1,2,majority,0.0,4,2,2
2.504,10000,1,2,majority,0.0,4,2,3
1.539,10000,1,2,majority,0.0,4,2,4
1.668,10000,1,2,majority,0.0,4,2,5
3.179,10000,1,2,majority,0.0,4,12,2
3.425,10000,1,2,majority,0.0,4,12,3
2.738,10000,1,2,majority,0.0,4,12,4
3.122,10000,1,2,majority,0.0,4,12,5
3.159,10000,1,2,majority,0.0,4,22,2
2.909,10000,1,2,majority,0.0,4,22,3
3.157,10000,1,2,majority,0.0,4,22,4
3.165,10000,1,2,majority,0.0,4,22,5
2.981,10000,1,2,majority,0.0,5,2,2
2.478,10000,1,2,majority,0.0,5,2,3
1.485,10000,1,2,majority,0.0,5,2,4
3.355,10000,1,2,majority,0.0,5,2,5
2.757,10000,1,2,majority,0.0,5,12,2
2.477,10000,1,2,majority,0.0,5,12,3
3.331,10000,1,2,majority,0.0,5,12,4
2.782,10000,1,2,majority,0.0,5,12,5
3.302,10000,1,2,majority,0.0,5,22,2
3.344,10000,1,2,majority,0.0,5,22,3
2.839,10000,1,2,majority,0.0,5,22,4
3.059,10000,1,2,majority,0.0,5,22,5
2.992,10000,1,2,majority,0.0,6,2,2
4.236,10000,1,2,majority,0.0,6,2,3
2.591,10000,1,2,majority,0.0,6,2,4
1.238,10000,1,2,majority,0.0,6,2,5
2.159,10000,1,2,majority,0.0,6,12,2
2.616,10000,1,2,majority,0.0,6,12,3
2.637,10000,1,2,majority,0.0,6,12,4
2.461,10000,1,2,majority,0.0,6,12,5
2.759,10000,1,2,majority,0.0,6,22,2
2.766,10000,1,2,majority,0.0,6,22,3
2.855,10000,1,2,majority,0.0,6,22,4
2.558,10000,1,2,majority,0.0,6,22,5
3.197,10000,1,2,majority,0.0,7,2,2
2.088,10000,1,2,majority,0.0,7,2,3
3.001,10000,1,2,majority,0.0,7,2,4
1.383,10000,1,2,majority,0.0,7,2,5
2.767,10000,1,2,majority,0.0,7,12,2
2.858,10000,1,2,majority,0.0,7,12,3
2.774,10000,1,2,majority,0.0,7,12,4
2.51,10000,1,2,majority,0.0,7,12,5
2.453,10000,1,2,majority,0.0,7,22,2
2.983,10000,1,2,majority,0.0,7,22,3
2.405,10000,1,2,majority,0.0,7,22,4
2.718,10000,1,2,majority,0.0,7,22,5
3.116,10000,1,2,majority,0.0,8,2,2
3.698,10000,1,2,majority,0.0,8,2,3
1.603,10000,1,2,majority,0.0,8,2,4
3.157,10000,1,2,majority,0.0,8,2,5
2.573,10000,1,2,majority,0.0,8,12,2
2.092,10000,1,2,majority,0.0,8,12,3
2.34,10000,1,2,majority,0.0,8,12,4
2.083,10000,1,2,majority,0.0,8,12,5
3.207,10000,1,2,majority,0.0,8,22,2
3.291,10000,1,2,majority,0.0,8,22,3
3.28,10000,1,2,majority,0.0,8,22,4
2.605,10000,1,2,majority,0.0,8,22,5
1.87,10000,1,2,majority,0.0,9,2,2
3.369,10000,1,2,majority,0.0,9,2,3
2.522,10000,1,2,majority,0.0,9,2,4
2.36,10000,1,2,majority,0.0,9,2,5
3.221,10000,1,2,majority,0.0,9,12,2
3.052,10000,1,2,majority,0.0,9,12,3
2.321,10000,1,2,majority,0.0,9,12,4
2.103,10000,1,2,majority,0.0,9,12,5
2.818,10000,1,2,majority,0.0,9,22,2
2.416,10000,1,2,majority,0.0,9,22,3
2.499,10000,1,2,majority,0.0,9,22,4
2.505,10000,1,2,majority,0.0,9,22,5
2.913,10000,1,2,majority,0.0,10,2,2
2.234,10000,1,2,majority,0.0,10,2,3
2.326,10000,1,2,majority,0.0,10,2,4
2.093,10000,1,2,majority,0.0,10,2,5
2.446,10000,1,2,majority,0.0,10,12,2
3.059,10000,1,2,majority,0.0,10,12,3
3.016,10000,1,2,majority,0.0,10,12,4
2.487,10000,1,2,majority,0.0,10,12,5
2.959,10000,1,2,majority,0.0,10,22,2
2.915,10000,1,2,majority,0.0,10,22,3
3.042,10000,1,2,majority,0.0,10,22,4
2.805,10000,1,2,majority,0.0,10,22,5
2.415,10000,1,2,majority,0.01,2,2,2
2.134,10000,1,2,majority,0.01,2,2,3
3.574,10000,1,2,majority,0.01,2,2,4
1.049,10000,1,2,majority,0.01,2,2,5
3.745,10000,1,2,majority,0.01,2,12,2
2.956,10000,1,2,majority,0.01,2,12,3
3.446,10000,1,2,majority,0.01,2,12,4
3.297,10000,1,2,majority,0.01,2,12,5
2.703,10000,1,2,majority,0.01,2,22,2
3.1,10000,1,2,majority,0.01,2,22,3
2.718,10000,1,2,majority,0.01,2,22,4
3.371,10000,1,2,majority,0.01,2,22,5
1.986,10000,1,2,majority,0.01,3,2,2
2.167,10000,1,2,majority,0.01,3,2,3
2.836,10000,1,2,majority,0.01,3,2,4
3.516,10000,1,2,majority,0.01,3,2,5
2.975,10000,1,2,majority,0.01,3,12,2
2.5,10000,1,2,majority,0.01,3,12,3
2.318,10000,1,2,majority,0.01,3,12,4
2.899,10000,1,2,majority,0.01,3,12,5
3.054,10000,1,2,majority,0.01,3,22,2
2.527,10000,1,2,majority,0.01,3,22,3
2.597,10000,1,2,majority,0.01,3,22,4
2.58,10000,1,2,majority,0.01,3,22,5
3.31,10000,1,2,majority,0.01,4,2,2
1.179,10000,1,2,majority,0.01,4,2,3
2.779,10000,1,2,majority,0.01,4,2,4
2.533,10000,1,2,majority,0.01,4,2,5
2.908,10000,1,2,majority,0.01,4,12,2
3.321,10000,1,2,majority,0.01,4,12,3
3.265,10000,1,2,majority,0.01,4,12,4
2.625,10000,1,2,majority,0.01,4,12,5
3.141,10000,1,2,majority,0.01,4,22,2
2.562,10000,1,2,majority,0.01,4,22,3
3.184,10000,1,2,majority,0.01,4,22,4
2.817,10000,1,2,majority,0.01,4,22,5
2.525,10000,1,2,majority,0.01,5,2,2
2.419,10000,1,2,majority,0.01,5,2,3
1.057,10000,1,2,majority,0.01,5,2,4
2.08,10000,1,2,majority,0.01,5,2,5
2.583,10000,1,2,majority,0.01,5,12,2
2.972,10000,1,2,majority,0.01,5,12,3
2.899,10000,1,2,majority,0.01,5,12,4
2.506,10000,1,2,majority,0.01,5,12,5
2.646,10000,1,2,majority,0.01,5,22,2
2.674,10000,1,2,majority,0.01,5,22,3
3.088,10000,1,2,majority,0.01,5,22,4
2.215,10000,1,2,majority,0.01,5,22,5
2.604,10000,1,2,majority,0.01,6,2,2
3.131,10000,1,2,majority,0.01,6,2,3
3.091,10000,1,2,majority,0.01,6,2,4
3.238,10000,1,2,majority,0.01,6,2,5
2.853,10000,1,2,majority,0.01,6,12,2
3.148,10000,1,2,majority,0.01,6,12,3
2.745,10000,1,2,majority,0.01,6,12,4
3.042,10000,1,2,majority,0.01,6,12,5
2.966,10000,1,2,majority,0.01,6,22,2
2.654,10000,1,2,majority,0.01,6,22,3
2.776,10000,1,2,majority,0.01,6,22,4
2.944,10000,1,2,majority,0.01,6,22,5
4.066,10000,1,2,majority,0.01,7,2,2
1.193,10000,1,2,majority,0.01,7,2,3
2.34,10000,1,2,majority,0.01,7,2,4
2.253,10000,1,2,majority,0.01,7,2,5
2.876,10000,1,2,majority,0.01,7,12,2
3.633,10000,1,2,majority,0.01,7,12,3
2.327,10000,1,2,majority,0.01,7,12,4
2.965,10000,1,2,majority,0.01,7,12,5
2.775,10000,1,2,majority,0.01,7,22,2
3.205,10000,1,2,majority,0.01,7,22,3
3.061,10000,1,2,majority,0.01,7,22,4
3.047,10000,1,2,majority,0.01,7,22,5
1.488,10000,1,2,majority,0.01,8,2,2
2.272,10000,1,2,majority,0.01,8,2,3
1.166,10000,1,2,majority,0.01,8,2,4
1.515,10000,1,2,majority,0.01,8,2,5
2.458,10000,1,2,majority,0.01,8,12,2
3.082,10000,1,2,majority,0.01,8,12,3
3.142,10000,1,2,majority,0.01,8,12,4
2.513,10000,1,2,majority,0.01,8,12,5
2.644,10000,1,2,majority,0.01,8,22,2
3.068,10000,1,2,majority,0.01,8,22,3
3.092,10000,1,2,majority,0.01,8,22,4
2.43,10000,1,2,majority,0.01,8,22,5
1.937,10000,1,2,majority,0.01,9,2,2
1.543,10000,1,2,majority,0.01,9,2,3
2.398,10000,1,2,majority,0.01,9,2,4
1.365,10000,1,2,majority,0.01,9,2,5
3.019,10000,1,2,majority,0.01,9,12,2
2.6,10000,1,2,majority,0.01,9,12,3
1.908,10000,1,2,majority,0.01,9,12,4
1.949,10000,1,2,majority,0.01,9,12,5
3.225,10000,1,2,majority,0.01,9,22,2
2.802,10000,1,2,majority,0.01,9,22,3
2.772,10000,1,2,majority,0.01,9,22,4
2.866,10000,1,2,majority,0.01,9,22,5
2.27,10000,1,2,majority,0.01,10,2,2
2.138,10000,1,2,majority,0.01,10,2,3
3.84,10000,1,2,majority,0.01,10,2,4
3.906,10000,1,2,majority,0.01,10,2,5
2.947,10000,1,2,majority,0.01,10,12,2
3.045,10000,1,2,majority,0.01,10,12,3
2.46,10000,1,2,majority,0.01,10,12,4
2.77,10000,1,2,majority,0.01,10,12,5
2.728,10000,1,2,majority,0.01,10,22,2
2.957,10000,1,2,majority,0.01,10,22,3
2.763,10000,1,2,majority,0.01,10,22,4
2.564,10000,1,2,majority,0.01,10,22,5
1.928,10000,1,2,majority,0.05,2,2,2
1.676,10000,1,2,majority,0.05,2,2,3
3.391,10000,1,2,majority,0.05,2,2,4
2.813,10000,1,2,majority,0.05,2,2,5
2.583,10000,1,2,majority,0.05,2,12,2
3.177,10000,1,2,majority,0.05,2,12,3
3.128,10000,1,2,majority,0.05,2,12,4
3.015,10000,1,2,majority,0.05,2,12,5
3.238,10000,1,2,majority,0.05,2,22,2
3.142,10000,1,2,majority,0.05,2,22,3
2.743,10000,1,2,majority,0.05,2,22,4
2.925,10000,1,2,majority,0.05,2,22,5
2.628,10000,1,2,majority,0.05,3,2,2
